Destination,Departure Date,Airline, Price (USD) ,Number of Stops,Travel Time,Available Seats
Singapore,7/13/2025,LH," $2,989.68 ",1,8H,9
Singapore,7/13/2025,SQ," $3,100.99 ",0,21H55M,9
Singapore,7/13/2025,LX," $3,220.68 ",1,7H55M,9
Singapore,7/13/2025,SQ," $3,852.88 ",0,19H15M,9
Singapore,7/13/2025,LX," $3,944.59 ",1,7H55M,9
Singapore,7/13/2025,LX," $3,944.59 ",1,7H55M,9
Singapore,7/13/2025,CX," $4,318.53 ",1,15H50M,9
Singapore,7/13/2025,SQ," $5,045.63 ",1,7H45M,9
Singapore,7/13/2025,CA," $5,266.40 ",1,16H45M,4
Singapore,7/13/2025,NH," $5,511.06 ",1,14H,9
Tel Aviv,7/13/2025,H4, $384.67 ,1,9H,9
Tel Aviv,7/13/2025,IB, $500.37 ,1,7H55M,4
Tel Aviv,7/13/2025,UX, $518.44 ,1,7H15M,9
Tel Aviv,7/13/2025,B6, $651.57 ,0,10H20M,7
Tel Aviv,7/13/2025,B6, $651.57 ,0,10H20M,7
Tel Aviv,7/13/2025,B6, $651.57 ,0,10H20M,7
Tel Aviv,7/13/2025,LY, $692.03 ,0,10H20M,9
Tel Aviv,7/13/2025,LY, $692.03 ,0,10H20M,9
Tel Aviv,7/13/2025,LY, $692.03 ,0,10H20M,9
Tel Aviv,7/13/2025,LY, $692.03 ,0,10H21M,9
Tel Aviv,7/13/2025,AZ, $764.63 ,1,8H35M,9
Tel Aviv,7/13/2025,AZ, $764.63 ,1,8H15M,9
Tel Aviv,7/13/2025,EY, $778.37 ,1,13H,9
Tel Aviv,7/13/2025,EY, $778.37 ,1,13H,9
Tel Aviv,7/13/2025,AC, $800.10 ,1,1H36M,9
Tel Aviv,7/13/2025,AC, $805.84 ,1,1H45M,9
Tel Aviv,7/13/2025,AC, $805.84 ,1,1H46M,9
Tel Aviv,7/13/2025,B6, $815.03 ,1,1H21M,1
Tel Aviv,7/13/2025,EY, $821.37 ,1,12H55M,9
Tel Aviv,7/13/2025,EY, $821.37 ,1,12H55M,9
Tel Aviv,7/13/2025,B6, $843.03 ,1,1H20M,9
Tel Aviv,7/13/2025,SN, $848.85 ,1,7H30M,9
Tel Aviv,7/13/2025,SN, $848.85 ,1,7H30M,9
Tel Aviv,7/13/2025,OS, $849.56 ,1,8H10M,9
Tel Aviv,7/13/2025,OS, $849.56 ,1,8H10M,9
Tel Aviv,7/13/2025,LH, $854.28 ,1,8H,9
Tel Aviv,7/13/2025,LH, $854.28 ,1,8H,9
Tel Aviv,7/13/2025,SN, $854.28 ,1,8H,9
Tel Aviv,7/13/2025,SN, $854.28 ,1,8H,9
Tel Aviv,7/13/2025,LH, $864.17 ,1,5H,9
Tel Aviv,7/13/2025,LH, $864.17 ,1,7H35M,9
Tel Aviv,7/13/2025,LH, $864.17 ,1,7H55M,9
Tel Aviv,7/13/2025,LH, $864.17 ,1,5H,9
Tel Aviv,7/13/2025,SN, $864.17 ,1,7H35M,9
Tel Aviv,7/13/2025,SN, $864.17 ,1,7H55M,9
Tel Aviv,7/13/2025,SN, $864.17 ,1,7H35M,9
Tel Aviv,7/13/2025,SN, $867.99 ,2,8H,9
Tel Aviv,7/13/2025,AF, $870.63 ,1,7H35M,9
Tel Aviv,7/13/2025,AF, $870.63 ,1,7H25M,9
Tel Aviv,7/13/2025,LO, $874.39 ,1,8H45M,9
Tel Aviv,7/13/2025,LO, $874.39 ,1,8H30M,9
Tel Aviv,7/13/2025,TP, $878.22 ,1,7H,4
Tel Aviv,7/13/2025,B6, $993.22 ,2,1H35M,4
Tel Aviv,7/13/2025,EK," $1,062.17 ",1,12H35M,9
Tel Aviv,7/13/2025,AF," $1,194.31 ",1,7H30M,9
Tel Aviv,7/13/2025,AF," $1,194.31 ",1,7H30M,9
Tel Aviv,7/13/2025,AZ," $1,205.41 ",1,8H35M,3
Tel Aviv,7/13/2025,LO," $1,216.27 ",1,8H45M,4
Tel Aviv,7/13/2025,LO," $1,216.27 ",1,8H30M,4
Tel Aviv,7/13/2025,KL," $1,237.51 ",1,7H25M,9
Tel Aviv,7/13/2025,AF," $1,237.51 ",1,7H25M,9
Tel Aviv,7/13/2025,AF," $1,237.51 ",1,7H20M,9
Tel Aviv,7/13/2025,EK," $1,286.17 ",1,12H35M,9
Tel Aviv,7/13/2025,KL," $1,324.11 ",1,7H25M,9
Tel Aviv,7/13/2025,AF," $1,324.31 ",1,7H35M,9
Tel Aviv,7/13/2025,AF," $1,324.31 ",1,7H35M,9
Tel Aviv,7/13/2025,AF," $1,324.31 ",1,7H15M,9
Tel Aviv,7/13/2025,ET," $1,355.50 ",1,16H45M,7
Tel Aviv,7/13/2025,IB," $1,420.00 ",1,7H30M,6
Tel Aviv,7/13/2025,ET," $1,485.50 ",1,16H45M,7
Tel Aviv,7/13/2025,LY," $1,892.03 ",1,1H25M,9
San Francisco,7/14/2025,F9, $160.33 ,1,2H55M,3
San Francisco,7/14/2025,F9, $160.33 ,1,5H42M,3
San Francisco,7/14/2025,SY, $163.55 ,1,3H9M,9
San Francisco,7/14/2025,F9, $165.18 ,1,4H1M,3
San Francisco,7/14/2025,F9, $165.18 ,1,2H28M,3
San Francisco,7/14/2025,SY, $168.40 ,1,3H9M,9
San Francisco,7/14/2025,B6, $172.35 ,0,6H15M,1
San Francisco,7/14/2025,B6, $172.35 ,0,6H35M,1
San Francisco,7/14/2025,B6, $174.85 ,1,3H25M,1
San Francisco,7/14/2025,B6, $174.85 ,1,3H24M,1
San Francisco,7/14/2025,AS, $180.75 ,1,6H25M,3
San Francisco,7/14/2025,B6, $185.05 ,1,1H20M,1
San Francisco,7/14/2025,B6, $185.05 ,1,1H28M,1
San Francisco,7/14/2025,B6, $185.05 ,1,1H20M,1
San Francisco,7/14/2025,B6, $185.05 ,1,1H21M,1
San Francisco,7/14/2025,B6, $189.90 ,1,1H28M,1
San Francisco,7/14/2025,AS, $204.95 ,1,6H25M,3
San Francisco,7/14/2025,AS, $204.95 ,1,6H25M,3
San Francisco,7/14/2025,AS, $204.95 ,1,6H25M,3
San Francisco,7/14/2025,F9, $243.10 ,1,5H42M,3
San Francisco,7/14/2025,AS, $326.43 ,1,6H21M,3
San Francisco,7/14/2025,AS, $347.93 ,1,6H1M,7
San Francisco,7/14/2025,AS, $358.13 ,1,6H19M,7
San Francisco,7/14/2025,AS, $358.13 ,1,6H21M,7
San Francisco,7/14/2025,AS, $371.23 ,0,6H28M,7
San Francisco,7/14/2025,AS, $392.00 ,1,6H15M,7
San Francisco,7/14/2025,AS, $395.75 ,1,6H1M,7
San Francisco,7/14/2025,AS, $395.75 ,1,6H15M,7
San Francisco,7/14/2025,HA, $401.13 ,1,6H19M,7
San Francisco,7/14/2025,HA, $401.13 ,1,6H25M,7
San Francisco,7/14/2025,HA, $414.23 ,0,6H28M,7
San Francisco,7/14/2025,HA, $431.43 ,0,6H28M,7
San Francisco,7/14/2025,HA, $431.43 ,0,6H40M,7
San Francisco,7/14/2025,HA, $438.75 ,1,6H1M,7
San Francisco,7/14/2025,HA, $438.75 ,1,6H15M,7
San Francisco,7/14/2025,AS, $439.83 ,1,6H19M,7
San Francisco,7/14/2025,AS, $439.83 ,1,6H19M,7
San Francisco,7/14/2025,AS, $439.83 ,1,6H19M,7
San Francisco,7/14/2025,HA, $460.80 ,1,6H15M,7
San Francisco,7/14/2025,B6, $465.63 ,1,1H29M,1
San Francisco,7/14/2025,AS, $474.43 ,0,6H28M,7
San Francisco,7/14/2025,AS, $474.43 ,0,6H40M,7
San Francisco,7/14/2025,HA, $478.53 ,1,6H21M,7
San Francisco,7/14/2025,HA, $482.83 ,1,6H19M,7
San Francisco,7/14/2025,HA, $482.83 ,1,6H19M,7
San Francisco,7/14/2025,HA, $503.80 ,1,6H19M,7
San Francisco,7/14/2025,AS, $710.73 ,1,6H15M,7
San Francisco,7/14/2025,B6, $738.88 ,0,6H20M,7
San Francisco,7/14/2025,B6, $738.88 ,0,6H36M,7
San Francisco,7/14/2025,B6, $738.88 ,0,6H43M,7
San Francisco,7/14/2025,B6, $738.88 ,0,6H45M,7
San Francisco,7/14/2025,B6, $784.90 ,1,3H17M,1
San Francisco,7/14/2025,B6, $789.75 ,1,3H9M,1
San Francisco,7/14/2025,B6, $793.50 ,1,6H,1
San Francisco,7/14/2025,AS," $4,306.60 ",1,2H54M,3
San Francisco,7/14/2025,AS," $4,311.45 ",1,2H53M,3
London,7/14/2025,A1, $213.63 ,0,7H,9
London,7/14/2025,FI, $263.35 ,1,5H50M,8
London,7/14/2025,FI, $263.35 ,1,5H50M,6
London,7/14/2025,TP, $282.82 ,1,7H,9
London,7/14/2025,TP, $282.82 ,1,7H,9
London,7/14/2025,FI, $283.35 ,1,5H50M,1
London,7/14/2025,VS, $309.93 ,0,7H10M,9
London,7/14/2025,VS, $309.93 ,0,7H15M,9
London,7/14/2025,VS, $309.93 ,0,7H15M,9
London,7/14/2025,VS, $309.93 ,0,7H20M,9
London,7/14/2025,VS, $309.93 ,0,7H25M,9
London,7/14/2025,B6, $309.93 ,0,7H14M,1
London,7/14/2025,B6, $309.93 ,0,7H31M,1
London,7/14/2025,VS, $309.93 ,1,1H48M,9
London,7/14/2025,VS, $309.93 ,1,1H48M,9
London,7/14/2025,VS, $309.93 ,1,1H25M,9
London,7/14/2025,VS, $309.93 ,1,1H25M,9
London,7/14/2025,VS, $309.93 ,1,1H21M,9
London,7/14/2025,AC, $314.30 ,1,1H36M,9
London,7/14/2025,VS, $314.78 ,1,1H38M,1
London,7/14/2025,AC, $320.04 ,1,1H46M,9
London,7/14/2025,AC, $320.04 ,1,1H46M,9
London,7/14/2025,AC, $320.04 ,1,1H45M,9
London,7/14/2025,AC, $320.04 ,1,1H45M,9
London,7/14/2025,AC, $320.04 ,1,1H46M,9
London,7/14/2025,UA, $320.04 ,1,1H45M,9
London,7/14/2025,UA, $320.04 ,1,1H46M,9
London,7/14/2025,KL, $332.43 ,0,7H20M,6
London,7/14/2025,KL, $332.43 ,0,7H30M,6
London,7/14/2025,UA, $334.41 ,1,8H,9
London,7/14/2025,UA, $334.41 ,1,8H,9
London,7/14/2025,UA, $336.83 ,1,7H55M,9
London,7/14/2025,UA, $336.83 ,1,7H35M,9
London,7/14/2025,UA, $336.83 ,1,7H55M,9
London,7/14/2025,VS, $337.17 ,1,7H20M,9
London,7/14/2025,VS, $337.17 ,1,7H20M,9
London,7/14/2025,UA, $337.95 ,1,7H30M,9
London,7/14/2025,FI, $339.35 ,1,5H50M,5
London,7/14/2025,AZ, $339.40 ,1,8H35M,9
London,7/14/2025,FI, $340.75 ,1,5H45M,3
London,7/14/2025,UA, $342.80 ,1,7H50M,6
London,7/14/2025,TP, $344.82 ,1,7H,9
London,7/14/2025,TP, $351.03 ,1,7H,9
London,7/14/2025,VS, $351.45 ,1,7H20M,9
London,7/14/2025,VS, $351.45 ,1,7H20M,9
London,7/14/2025,VS, $351.45 ,1,7H20M,9
London,7/14/2025,VS, $351.45 ,1,7H20M,9
London,7/14/2025,AZ, $353.68 ,1,8H35M,9
London,7/14/2025,AZ, $353.68 ,1,8H40M,9
London,7/14/2025,AZ, $353.68 ,1,8H35M,9
London,7/14/2025,TP, $368.82 ,2,1H20M,4
London,7/14/2025,TP, $368.82 ,2,1H20M,4
London,7/14/2025,TP, $368.82 ,2,1H20M,4
London,7/14/2025,TP, $368.82 ,2,1H20M,4
London,7/14/2025,B6, $368.82 ,2,1H21M,1
London,7/14/2025,B6, $368.82 ,2,1H21M,1
London,7/14/2025,B6, $368.82 ,2,1H21M,1
London,7/14/2025,B6, $368.82 ,2,1H21M,1
London,7/14/2025,UA, $375.30 ,1,1H36M,9
London,7/14/2025,FI, $375.35 ,1,5H45M,5
London,7/14/2025,UA, $392.32 ,1,7H55M,9
London,7/14/2025,VS, $392.82 ,1,7H30M,9
London,7/14/2025,AS, $400.57 ,0,6H55M,3
London,7/14/2025,AS, $400.57 ,0,7H5M,3
London,7/14/2025,AS, $400.57 ,0,7H10M,3
London,7/14/2025,AS, $400.57 ,0,7H10M,3
London,7/14/2025,AS, $400.57 ,0,7H15M,3
London,7/14/2025,AS, $400.57 ,0,7H15M,3
London,7/14/2025,AS, $400.57 ,0,7H15M,3
London,7/14/2025,AS, $400.57 ,0,7H10M,7
London,7/14/2025,AS, $400.57 ,0,7H10M,7
London,7/14/2025,KL, $400.67 ,1,7H20M,9
London,7/14/2025,KL, $400.67 ,1,7H20M,9
London,7/14/2025,KL, $400.67 ,1,7H20M,9
London,7/14/2025,KL, $400.67 ,1,7H20M,9
London,7/14/2025,KL, $400.67 ,1,7H20M,9
London,7/14/2025,UA, $403.80 ,1,7H50M,9
London,7/14/2025,AZ, $405.40 ,1,8H15M,9
London,7/14/2025,UA, $406.60 ,1,7H55M,9
London,7/14/2025,UA, $406.60 ,1,7H55M,9
London,7/14/2025,IB, $413.26 ,0,7H10M,9
London,7/14/2025,IB, $413.26 ,0,7H10M,9
London,7/14/2025,IB, $413.26 ,0,7H10M,7
London,7/14/2025,IB, $413.26 ,0,7H15M,7
London,7/14/2025,KL, $414.95 ,1,7H40M,9
London,7/14/2025,KL, $414.95 ,1,7H20M,9
London,7/14/2025,KL, $414.95 ,1,7H20M,9
London,7/14/2025,KL, $414.95 ,1,7H20M,9
London,7/14/2025,KL, $414.95 ,1,7H20M,9
London,7/14/2025,KL, $414.95 ,1,7H20M,9
London,7/14/2025,KL, $414.95 ,1,7H20M,9
London,7/14/2025,AY, $418.56 ,0,7H5M,9
London,7/14/2025,AZ, $419.68 ,1,8H15M,9
London,7/14/2025,S4, $420.18 ,2,5H50M,6
London,7/14/2025,S4, $420.18 ,2,5H50M,6
London,7/14/2025,S4, $420.18 ,2,5H50M,6
London,7/14/2025,UA, $431.04 ,1,1H46M,9
London,7/14/2025,UA, $431.04 ,1,1H46M,9
London,7/14/2025,UA, $431.04 ,1,1H45M,9
London,7/14/2025,S4, $439.18 ,2,5H50M,6
London,7/14/2025,UA, $442.32 ,1,7H55M,9
London,7/14/2025,UA, $442.32 ,1,7H55M,9
London,7/14/2025,UA, $442.32 ,1,7H55M,7
London,7/14/2025,AF, $456.32 ,1,7H15M,9
London,7/14/2025,AF, $456.32 ,1,7H35M,9
London,7/14/2025,AF, $456.32 ,1,7H35M,9
London,7/14/2025,AF, $456.32 ,1,7H25M,9
London,7/14/2025,AF, $456.32 ,1,7H30M,9
London,7/14/2025,AF, $456.32 ,1,7H15M,9
London,7/14/2025,AF, $456.32 ,1,7H30M,9
London,7/14/2025,LX, $458.76 ,1,7H55M,9
London,7/14/2025,LX, $458.76 ,1,7H55M,9
London,7/14/2025,LX, $458.76 ,1,7H55M,9
London,7/14/2025,LX, $458.76 ,1,7H55M,9
London,7/14/2025,LX, $458.76 ,1,7H55M,9
London,7/14/2025,LX, $458.76 ,1,7H55M,9
London,7/14/2025,LH, $461.85 ,1,8H,9
London,7/14/2025,LH, $461.85 ,1,8H,9
London,7/14/2025,LH, $464.27 ,1,5H,9
London,7/14/2025,LH, $464.27 ,1,5H,9
London,7/14/2025,LH, $464.27 ,1,7H55M,9
London,7/14/2025,LH, $464.27 ,1,7H35M,9
London,7/14/2025,LH, $464.27 ,1,7H55M,9
London,7/14/2025,LH, $464.27 ,1,7H35M,9
London,7/14/2025,SN, $465.39 ,1,7H30M,9
London,7/14/2025,SN, $465.39 ,1,7H30M,9
London,7/14/2025,OS, $466.10 ,1,8H10M,9
London,7/14/2025,OS, $466.10 ,1,8H10M,9
London,7/14/2025,LX, $470.24 ,1,7H50M,9
London,7/14/2025,LX, $470.24 ,1,7H50M,9
London,7/14/2025,LX, $473.04 ,1,7H55M,9
London,7/14/2025,LX, $473.04 ,1,7H55M,9
London,7/14/2025,LX, $473.04 ,1,7H55M,9
London,7/14/2025,LX, $473.04 ,1,7H55M,9
London,7/14/2025,LH, $478.55 ,1,5H,9
London,7/14/2025,LH, $478.55 ,1,7H35M,9
London,7/14/2025,LH, $478.55 ,1,7H55M,9
London,7/14/2025,LH, $478.55 ,1,7H55M,9
London,7/14/2025,LH, $478.55 ,1,5H,9
London,7/14/2025,AV, $491.57 ,1,5H50M,9
London,7/14/2025,AV, $491.57 ,1,5H45M,9
London,7/14/2025,6X, $563.67 ,0,3H58M,9
London,7/14/2025,6X, $563.67 ,0,4H,9
London,7/14/2025,6X, $563.67 ,0,5H50M,9
London,7/14/2025,6X, $563.67 ,0,6H45M,9
London,7/14/2025,6X, $563.67 ,0,7H5M,9
London,7/14/2025,6X, $563.67 ,0,8H,9
London,7/14/2025,AS, $565.57 ,0,7H,7
London,7/14/2025,AS, $565.57 ,0,7H5M,7
London,7/14/2025,VS, $604.17 ,1,7H20M,9
London,7/14/2025,JU, $700.00 ,1,8H50M,7
London,7/14/2025,AT, $711.90 ,1,7H5M,9
London,7/14/2025,AT, $711.90 ,1,7H5M,9
London,7/14/2025,AT, $711.90 ,1,7H5M,9
London,7/14/2025,AT, $711.90 ,1,7H5M,9
London,7/14/2025,AT, $711.90 ,1,7H5M,9
London,7/14/2025,AF, $753.65 ,1,7H25M,9
London,7/14/2025,B6, $811.93 ,1,1H29M,1
London,7/14/2025,B6, $811.93 ,1,1H28M,1
London,7/14/2025,VS, $846.26 ,0,6H50M,5
London,7/14/2025,VS, $863.15 ,1,7H15M,9
London,7/14/2025,TP," $1,022.09 ",0,7H31M,4
London,7/14/2025,VS," $1,341.07 ",1,7H20M,9
London,7/14/2025,AS," $1,452.57 ",0,6H55M,7
London,7/14/2025,SK," $2,526.30 ",1,7H40M,9
London,7/14/2025,SK," $2,526.30 ",1,7H40M,9
Bangalore,7/14/2025,LH, $438.05 ,1,8H,9
Bangalore,7/14/2025,LH, $441.34 ,2,8H,9
Bangalore,7/14/2025,LH, $441.34 ,2,8H,9
Bangalore,7/14/2025,LH, $456.91 ,1,7H55M,9
Bangalore,7/14/2025,LH, $456.91 ,1,5H,9
Bangalore,7/14/2025,LH, $460.02 ,2,7H55M,9
Bangalore,7/14/2025,LH, $460.02 ,2,5H,9
Bangalore,7/14/2025,LH, $460.02 ,2,7H55M,9
Bangalore,7/14/2025,LH, $460.02 ,2,5H,9
Bangalore,7/14/2025,LH, $460.20 ,2,5H,9
Bangalore,7/14/2025,LH, $460.20 ,2,7H35M,9
Bangalore,7/14/2025,LH, $460.20 ,2,7H55M,9
Bangalore,7/14/2025,LH, $460.20 ,2,5H,9
Bangalore,7/14/2025,LH, $464.19 ,2,8H,9
Bangalore,7/14/2025,LH, $464.19 ,2,8H,9
Bangalore,7/14/2025,LH, $464.19 ,2,8H,9
Bangalore,7/14/2025,LH, $477.02 ,2,5H,9
Bangalore,7/14/2025,LH, $477.02 ,2,5H,9
Bangalore,7/14/2025,LH, $477.02 ,2,5H,9
Bangalore,7/14/2025,LH, $477.02 ,2,5H,9
Bangalore,7/14/2025,LH, $477.02 ,2,5H,9
Bangalore,7/14/2025,LH, $477.02 ,2,5H,9
Bangalore,7/14/2025,LH, $477.02 ,2,5H,9
Bangalore,7/14/2025,LH, $477.02 ,2,5H,9
Bangalore,7/14/2025,LH, $477.02 ,2,5H,9
Bangalore,7/14/2025,LH, $477.02 ,2,5H,9
Bangalore,7/14/2025,LH, $480.31 ,2,5H,9
Bangalore,7/14/2025,AI, $529.81 ,1,14H55M,9
Bangalore,7/14/2025,AI, $529.81 ,1,14H55M,9
Bangalore,7/14/2025,AI, $650.99 ,1,13H40M,9
Bangalore,7/14/2025,AI, $650.99 ,1,13H40M,9
Bangalore,7/14/2025,LH, $659.54 ,2,5H,9
Bangalore,7/14/2025,QR, $703.52 ,1,12H25M,9
Bangalore,7/14/2025,QR, $703.52 ,1,12H25M,9
Bangalore,7/14/2025,QR, $705.78 ,1,12H20M,9
Bangalore,7/14/2025,QR, $705.78 ,1,12H20M,9
Bangalore,7/14/2025,EY, $716.37 ,1,12H55M,9
Bangalore,7/14/2025,EY, $716.37 ,1,12H55M,9
Bangalore,7/14/2025,ET, $752.51 ,1,16H40M,7
Bangalore,7/14/2025,EK, $794.17 ,1,12H45M,9
Bangalore,7/14/2025,EY, $797.37 ,1,13H,9
Bangalore,7/14/2025,EY, $797.37 ,1,13H,9
Bangalore,7/14/2025,B6, $825.77 ,1,12H20M,7
Bangalore,7/14/2025,QR, $854.94 ,2,1H29M,4
Bangalore,7/14/2025,QR, $854.94 ,2,1H29M,4
Bangalore,7/14/2025,AF, $860.36 ,1,7H35M,9
Bangalore,7/14/2025,KL, $925.24 ,1,7H40M,9
Bangalore,7/14/2025,KL, $925.24 ,1,7H40M,9
Bangalore,7/14/2025,AF, $983.53 ,2,6H50M,9
Bangalore,7/14/2025,CX, $999.70 ,1,15H55M,9
Bangalore,7/14/2025,CX, $999.70 ,1,15H50M,9
Bangalore,7/14/2025,KL," $1,038.35 ",2,7H20M,2
Bangalore,7/14/2025,KL," $1,038.35 ",2,7H20M,2
Bangalore,7/14/2025,KL," $1,128.86 ",2,7H20M,2
Bangalore,7/14/2025,KL," $1,128.86 ",2,7H20M,2
Bangalore,7/14/2025,AF," $1,237.47 ",2,7H35M,9
Bangalore,7/14/2025,AF," $1,237.65 ",2,7H35M,9
Bangalore,7/14/2025,UA," $6,012.27 ",2,7H35M,9
Singapore,7/14/2025,KE, $460.07 ,2,2H20M,9
Singapore,7/14/2025,AS, $534.56 ,2,6H15M,7
Singapore,7/14/2025,B6, $534.56 ,2,5H40M,1
Singapore,7/14/2025,AS, $540.69 ,2,6H15M,7
Singapore,7/14/2025,AS, $540.69 ,2,6H15M,7
Singapore,7/14/2025,CX, $569.28 ,1,15H50M,9
Singapore,7/14/2025,CX, $569.28 ,1,15H55M,9
Singapore,7/14/2025,CX, $569.28 ,1,15H50M,9
Singapore,7/14/2025,B6, $689.69 ,2,1H21M,1
Singapore,7/14/2025,CI, $737.92 ,1,16H,9
Singapore,7/14/2025,UL, $779.91 ,2,12H55M,9
Singapore,7/14/2025,KE, $795.07 ,2,2H42M,9
Singapore,7/14/2025,KE, $799.92 ,2,2H23M,9
Singapore,7/14/2025,KE, $799.92 ,2,2H23M,9
Singapore,7/14/2025,B6, $843.77 ,1,12H15M,7
Singapore,7/14/2025,B6, $843.77 ,1,12H20M,7
Singapore,7/14/2025,B6, $847.56 ,2,1H21M,1
Singapore,7/14/2025,AS, $847.56 ,2,6H19M,7
Singapore,7/14/2025,AI, $853.14 ,1,13H40M,9
Singapore,7/14/2025,AS, $853.69 ,2,6H19M,7
Singapore,7/14/2025,AS, $853.69 ,2,6H19M,7
Singapore,7/14/2025,QR, $943.17 ,1,12H20M,9
Singapore,7/14/2025,QR, $943.17 ,1,12H25M,9
Singapore,7/14/2025,BR, $950.92 ,1,15H55M,9
Singapore,7/14/2025,BR, $950.92 ,1,15H55M,9
Singapore,7/14/2025,CX, $986.28 ,1,15H40M,9
Singapore,7/14/2025,CX, $986.28 ,1,15H40M,9
Singapore,7/14/2025,EY," $1,009.37 ",1,12H55M,9
Singapore,7/14/2025,EK," $1,031.37 ",1,12H45M,9
Singapore,7/14/2025,EK," $1,031.37 ",1,12H35M,9
Singapore,7/14/2025,TK," $1,046.68 ",1,10H5M,9
Singapore,7/14/2025,B6," $1,086.07 ",2,1H20M,1
Singapore,7/14/2025,QR," $1,095.59 ",2,1H28M,9
Singapore,7/14/2025,QR," $1,095.59 ",2,1H21M,9
Singapore,7/14/2025,TK," $1,146.68 ",1,9H45M,9
Singapore,7/14/2025,QR," $1,267.59 ",2,2H48M,9
Singapore,7/14/2025,6X," $1,751.87 ",1,4H,9
Singapore,7/14/2025,6X," $1,751.87 ",1,5H50M,9
Singapore,7/14/2025,6X," $1,751.87 ",1,6H45M,9
Singapore,7/14/2025,LH," $2,989.68 ",1,8H,9
Singapore,7/14/2025,SQ," $3,100.99 ",0,21H55M,9
Singapore,7/14/2025,LX," $3,220.68 ",1,7H55M,9
Singapore,7/14/2025,SQ," $3,852.88 ",0,19H15M,9
Singapore,7/14/2025,LX," $3,944.59 ",1,7H55M,9
Singapore,7/14/2025,LX," $3,944.59 ",1,7H55M,9
Singapore,7/14/2025,CX," $4,318.53 ",1,15H50M,9
Singapore,7/14/2025,SQ," $5,045.63 ",1,7H45M,9
Singapore,7/14/2025,CA," $5,266.40 ",1,16H45M,4
Singapore,7/14/2025,NH," $5,511.06 ",1,14H,9
Singapore,7/14/2025,MU," $5,726.22 ",1,15H,9
Tel Aviv,7/14/2025,H4, $384.67 ,1,9H,9
Tel Aviv,7/14/2025,AT, $494.55 ,1,7H5M,9
Tel Aviv,7/14/2025,AT, $494.55 ,1,7H5M,9
Tel Aviv,7/14/2025,IB, $500.37 ,1,7H55M,4
Tel Aviv,7/14/2025,B6, $651.57 ,0,10H21M,7
Tel Aviv,7/14/2025,LY, $692.03 ,0,10H20M,9
Tel Aviv,7/14/2025,LY, $692.03 ,0,10H20M,9
Tel Aviv,7/14/2025,LY, $692.03 ,0,10H20M,9
Tel Aviv,7/14/2025,LY, $692.03 ,0,10H20M,9
Tel Aviv,7/14/2025,LY, $692.03 ,0,10H21M,9
Tel Aviv,7/14/2025,AZ, $764.63 ,1,8H40M,9
Tel Aviv,7/14/2025,AZ, $764.63 ,1,8H35M,9
Tel Aviv,7/14/2025,EY, $778.37 ,1,13H,9
Tel Aviv,7/14/2025,EY, $778.37 ,1,13H,9
Tel Aviv,7/14/2025,LY, $801.03 ,0,10H50M,9
Tel Aviv,7/14/2025,AC, $805.84 ,1,1H45M,9
Tel Aviv,7/14/2025,AC, $805.84 ,1,1H46M,9
Tel Aviv,7/14/2025,EY, $821.37 ,1,12H55M,9
Tel Aviv,7/14/2025,EY, $821.37 ,1,12H55M,9
Tel Aviv,7/14/2025,LX, $842.22 ,1,7H55M,9
Tel Aviv,7/14/2025,SN, $848.85 ,1,7H30M,9
Tel Aviv,7/14/2025,SN, $848.85 ,1,7H30M,9
Tel Aviv,7/14/2025,OS, $849.56 ,1,8H10M,9
Tel Aviv,7/14/2025,OS, $849.56 ,1,8H10M,9
Tel Aviv,7/14/2025,LH, $854.28 ,1,8H,9
Tel Aviv,7/14/2025,LH, $854.28 ,1,8H,9
Tel Aviv,7/14/2025,SN, $854.28 ,1,8H,9
Tel Aviv,7/14/2025,LH, $864.17 ,1,5H,9
Tel Aviv,7/14/2025,LH, $864.17 ,1,7H35M,9
Tel Aviv,7/14/2025,LH, $864.17 ,1,7H55M,9
Tel Aviv,7/14/2025,LH, $864.17 ,1,5H,9
Tel Aviv,7/14/2025,SN, $867.99 ,2,8H,9
Tel Aviv,7/14/2025,SN, $867.99 ,2,8H,9
Tel Aviv,7/14/2025,SN, $867.99 ,2,8H,9
Tel Aviv,7/14/2025,SN, $867.99 ,2,8H,9
Tel Aviv,7/14/2025,SN, $867.99 ,2,8H,9
Tel Aviv,7/14/2025,AF, $870.63 ,1,7H35M,9
Tel Aviv,7/14/2025,AF, $870.63 ,1,7H25M,9
Tel Aviv,7/14/2025,LO, $874.39 ,1,8H45M,9
Tel Aviv,7/14/2025,LO, $874.39 ,1,8H30M,9
Tel Aviv,7/14/2025,LO, $874.39 ,1,8H45M,9
Tel Aviv,7/14/2025,TP, $971.22 ,1,7H,4
Tel Aviv,7/14/2025,B6," $1,086.22 ",2,1H35M,4
Tel Aviv,7/14/2025,LO," $1,107.99 ",1,8H30M,4
Tel Aviv,7/14/2025,B6," $1,118.57 ",1,1H29M,7
Tel Aviv,7/14/2025,LO," $1,121.60 ",2,8H45M,4
Tel Aviv,7/14/2025,LO," $1,121.60 ",2,8H45M,4
Tel Aviv,7/14/2025,AZ," $1,131.63 ",1,8H35M,9
Tel Aviv,7/14/2025,AZ," $1,131.63 ",1,8H15M,9
Tel Aviv,7/14/2025,B6," $1,178.03 ",1,1H29M,7
