Destination,Departure Date,Airline,Price (USD) ,Number of Stops,Travel Time,Available Seats,Travel Time Str
San Francisco,2025-07-15,AS,377.48,1,0 days 06:19:00,7,06:19
San Francisco,2025-07-15,HA,379.1,1,0 days 06:15:00,7,06:15
San Francisco,2025-07-15,AS,381.78,1,0 days 06:19:00,7,06:19
San Francisco,2025-07-15,HA,401.13,1,0 days 06:25:00,7,06:25
San Francisco,2025-07-15,HA,414.23,0,0 days 06:40:00,7,06:40
San Francisco,2025-07-15,HA,425.85,1,0 days 06:01:00,7,06:01
San Francisco,2025-07-15,HA,482.83,1,0 days 06:19:00,7,06:19
San Francisco,2025-07-15,AS,486.05,1,0 days 06:15:00,3,06:15
San Francisco,2025-07-15,B6,644.08,1,0 days 01:20:00,1,01:20
San Francisco,2025-07-15,B6,644.08,1,0 days 01:28:00,1,01:28
San Francisco,2025-07-15,B6,644.08,1,0 days 01:29:00,1,01:29
San Francisco,2025-07-15,B6,648.93,1,0 days 01:28:00,1,01:28
San Francisco,2025-07-15,B6,737.08,1,0 days 03:00:00,1,03:00
San Francisco,2025-07-15,B6,738.88,0,0 days 06:15:00,7,06:15
San Francisco,2025-07-15,B6,738.88,0,0 days 06:43:00,7,06:43
San Francisco,2025-07-15,B6,754.8,1,0 days 06:00:00,1,06:00
San Francisco,2025-07-15,AS,4245.33,1,0 days 02:54:00,3,02:54
San Francisco,2025-07-15,AS,4250.18,1,0 days 02:53:00,3,02:53
London,2025-07-15,A1,213.63,0,0 days 07:00:00,9,07:00
London,2025-07-15,FI,263.35,1,0 days 05:50:00,9,05:50
London,2025-07-15,TP,282.82,1,0 days 07:00:00,9,07:00
London,2025-07-15,FI,283.35,1,0 days 05:45:00,1,05:45
London,2025-07-15,VS,309.93,0,0 days 07:10:00,9,07:10
London,2025-07-15,VS,309.93,0,0 days 07:15:00,9,07:15
London,2025-07-15,VS,309.93,0,0 days 07:20:00,9,07:20
London,2025-07-15,VS,309.93,0,0 days 07:25:00,9,07:25
London,2025-07-15,B6,309.93,0,0 days 07:14:00,1,07:14
London,2025-07-15,B6,309.93,0,0 days 07:31:00,1,07:31
London,2025-07-15,VS,309.93,1,0 days 01:48:00,9,01:48
London,2025-07-15,VS,309.93,1,0 days 01:25:00,9,01:25
London,2025-07-15,VS,309.93,1,0 days 01:21:00,9,01:21
London,2025-07-15,UA,314.3,1,0 days 01:36:00,9,01:36
London,2025-07-15,AC,314.3,1,0 days 01:36:00,9,01:36
London,2025-07-15,VS,314.78,1,0 days 01:38:00,9,01:38
London,2025-07-15,AC,320.04,1,0 days 01:46:00,9,01:46
London,2025-07-15,AC,320.04,1,0 days 01:45:00,9,01:45
London,2025-07-15,UA,320.04,1,0 days 01:45:00,9,01:45
London,2025-07-15,UA,320.04,1,0 days 01:46:00,9,01:46
London,2025-07-15,UA,331.32,1,0 days 07:55:00,9,07:55
London,2025-07-15,AF,332.43,0,0 days 07:10:00,9,07:10
London,2025-07-15,AF,332.43,0,0 days 07:15:00,9,07:15
London,2025-07-15,AF,332.43,0,0 days 07:20:00,9,07:20
London,2025-07-15,AF,332.43,0,0 days 07:25:00,9,07:25
London,2025-07-15,KL,332.43,0,0 days 07:30:00,9,07:30
London,2025-07-15,AF,332.43,1,0 days 02:46:00,9,02:46
London,2025-07-15,UA,334.41,1,0 days 08:00:00,9,08:00
London,2025-07-15,UA,336.83,1,0 days 07:55:00,9,07:55
London,2025-07-15,VS,337.17,1,0 days 07:20:00,9,07:20
London,2025-07-15,VS,337.17,1,0 days 07:25:00,9,07:25
London,2025-07-15,UA,337.95,1,0 days 07:30:00,9,07:30
London,2025-07-15,FI,340.75,1,0 days 05:45:00,4,05:45
London,2025-07-15,UA,342.8,1,0 days 07:50:00,9,07:50
London,2025-07-15,TP,344.82,1,0 days 07:00:00,9,07:00
London,2025-07-15,UA,345.6,1,0 days 07:55:00,9,07:55
London,2025-07-15,UX,349.02,1,0 days 07:05:00,9,07:05
London,2025-07-15,UX,349.02,1,0 days 07:15:00,9,07:15
London,2025-07-15,TP,351.03,1,0 days 07:00:00,9,07:00
London,2025-07-15,VS,351.45,1,0 days 07:20:00,9,07:20
London,2025-07-15,VS,351.45,1,0 days 07:25:00,9,07:25
London,2025-07-15,AZ,353.68,1,0 days 08:35:00,9,08:35
London,2025-07-15,AZ,353.68,1,0 days 08:40:00,9,08:40
London,2025-07-15,UX,355.87,1,0 days 07:05:00,9,07:05
London,2025-07-15,UX,355.87,1,0 days 07:15:00,9,07:15
London,2025-07-15,TP,368.82,2,0 days 01:20:00,4,01:20
London,2025-07-15,B6,368.82,2,0 days 01:21:00,1,01:21
London,2025-07-15,UA,381.04,1,0 days 01:46:00,9,01:46
London,2025-07-15,UA,381.04,1,0 days 01:46:00,5,01:46
London,2025-07-15,UA,381.04,1,0 days 01:45:00,9,01:45
London,2025-07-15,VS,392.82,1,0 days 07:15:00,9,07:15
London,2025-07-15,VS,392.82,1,0 days 07:30:00,9,07:30
London,2025-07-15,AS,400.57,0,0 days 06:55:00,7,06:55
London,2025-07-15,AS,400.57,0,0 days 07:10:00,7,07:10
London,2025-07-15,AS,400.57,0,0 days 07:15:00,7,07:15
London,2025-07-15,AS,400.57,0,0 days 07:10:00,3,07:10
London,2025-07-15,KL,400.67,1,0 days 07:20:00,9,07:20
London,2025-07-15,KL,400.67,1,0 days 07:25:00,9,07:25
London,2025-07-15,AZ,405.4,1,0 days 08:35:00,9,08:35
London,2025-07-15,IB,413.26,0,0 days 07:10:00,9,07:10
London,2025-07-15,IB,413.26,0,0 days 07:15:00,7,07:15
London,2025-07-15,KL,414.95,1,0 days 07:40:00,9,07:40
London,2025-07-15,KL,414.95,1,0 days 07:20:00,9,07:20
London,2025-07-15,KL,414.95,1,0 days 07:25:00,9,07:25
London,2025-07-15,AY,418.56,0,0 days 07:05:00,9,07:05
London,2025-07-15,VS,441.26,0,0 days 06:50:00,9,06:50
London,2025-07-15,S4,446.18,2,0 days 05:50:00,6,05:50
London,2025-07-15,UA,447.83,1,0 days 07:55:00,3,07:55
London,2025-07-15,S4,455.18,2,0 days 05:50:00,6,05:50
London,2025-07-15,AF,456.32,1,0 days 07:15:00,9,07:15
London,2025-07-15,AF,456.32,1,0 days 07:35:00,9,07:35
London,2025-07-15,AF,456.32,1,0 days 07:25:00,9,07:25
London,2025-07-15,AF,456.32,1,0 days 07:30:00,9,07:30
London,2025-07-15,LX,458.76,1,0 days 07:55:00,9,07:55
London,2025-07-15,LH,461.85,1,0 days 08:00:00,9,08:00
London,2025-07-15,LH,464.27,1,0 days 05:00:00,9,05:00
London,2025-07-15,LH,464.27,1,0 days 07:55:00,9,07:55
London,2025-07-15,SN,465.39,1,0 days 07:30:00,9,07:30
London,2025-07-15,LX,473.04,1,0 days 07:55:00,9,07:55
London,2025-07-15,LH,478.55,1,0 days 05:00:00,9,05:00
London,2025-07-15,LH,478.55,1,0 days 07:55:00,9,07:55
London,2025-07-15,AV,491.57,1,0 days 05:50:00,9,05:50
London,2025-07-15,AV,491.57,1,0 days 05:45:00,9,05:45
London,2025-07-15,S4,507.18,2,0 days 05:50:00,6,05:50
London,2025-07-15,6X,563.67,0,0 days 03:58:00,9,03:58
London,2025-07-15,6X,563.67,0,0 days 04:00:00,9,04:00
London,2025-07-15,6X,563.67,0,0 days 05:50:00,9,05:50
London,2025-07-15,6X,563.67,0,0 days 06:45:00,9,06:45
London,2025-07-15,6X,563.67,0,0 days 07:05:00,9,07:05
London,2025-07-15,6X,563.67,0,0 days 08:00:00,9,08:00
London,2025-07-15,AY,582.24,0,0 days 07:00:00,2,07:00
London,2025-07-15,AY,582.24,0,0 days 07:05:00,9,07:05
London,2025-07-15,AY,582.24,0,0 days 07:10:00,9,07:10
London,2025-07-15,AY,582.24,0,0 days 07:15:00,9,07:15
London,2025-07-15,AF,585.76,0,0 days 06:50:00,9,06:50
London,2025-07-15,JU,682.0,1,0 days 08:50:00,3,08:50
London,2025-07-15,AT,711.9,1,0 days 07:05:00,9,07:05
London,2025-07-15,AY,730.24,0,0 days 06:55:00,3,06:55
London,2025-07-15,B6,811.93,1,0 days 01:29:00,1,01:29
London,2025-07-15,B6,811.93,1,0 days 01:28:00,1,01:28
London,2025-07-15,TP,1022.09,0,0 days 07:31:00,4,07:31
London,2025-07-15,AF,1052.32,1,0 days 07:25:00,9,07:25
London,2025-07-15,SK,2526.3,1,0 days 07:40:00,9,07:40
Bangalore,2025-07-15,B6,447.97,1,0 days 06:36:00,1,06:36
Bangalore,2025-07-15,LH,456.91,1,0 days 07:55:00,9,07:55
Bangalore,2025-07-15,LH,456.91,1,0 days 05:00:00,9,05:00
Bangalore,2025-07-15,LH,460.02,2,0 days 07:55:00,9,07:55
Bangalore,2025-07-15,LH,460.02,2,0 days 05:00:00,9,05:00
Bangalore,2025-07-15,LH,460.2,2,0 days 05:00:00,9,05:00
Bangalore,2025-07-15,LH,464.19,2,0 days 08:00:00,9,08:00
Bangalore,2025-07-15,AI,529.81,1,0 days 14:55:00,9,14:55
Bangalore,2025-07-15,AI,650.99,1,0 days 13:40:00,9,13:40
Bangalore,2025-07-15,LH,659.36,2,0 days 07:55:00,9,07:55
Bangalore,2025-07-15,AF,664.99,1,0 days 07:35:00,9,07:35
Bangalore,2025-07-15,QR,703.52,1,0 days 12:25:00,9,12:25
Bangalore,2025-07-15,QR,705.78,1,0 days 12:20:00,9,12:20
Bangalore,2025-07-15,EY,716.37,1,0 days 12:55:00,9,12:55
Bangalore,2025-07-15,EK,794.17,1,0 days 12:45:00,9,12:45
Bangalore,2025-07-15,EK,794.17,1,0 days 12:35:00,9,12:35
Bangalore,2025-07-15,EK,794.17,1,0 days 16:00:00,9,16:00
Bangalore,2025-07-15,EY,797.37,1,0 days 13:00:00,9,13:00
Bangalore,2025-07-15,JL,814.26,1,0 days 14:00:00,9,14:00
Bangalore,2025-07-15,B6,825.77,1,0 days 12:20:00,7,12:20
Bangalore,2025-07-15,B6,828.03,1,0 days 12:15:00,7,12:15
Bangalore,2025-07-15,QR,854.94,2,0 days 01:29:00,9,01:29
Bangalore,2025-07-15,AF,892.53,2,0 days 06:50:00,2,06:50
Bangalore,2025-07-15,KL,925.24,1,0 days 07:25:00,9,07:25
Bangalore,2025-07-15,AF,1038.65,2,0 days 07:35:00,9,07:35
Bangalore,2025-07-15,KL,1129.35,2,0 days 07:25:00,9,07:25
Bangalore,2025-07-15,AF,1129.47,2,0 days 07:35:00,4,07:35
Bangalore,2025-07-15,KL,1219.86,2,0 days 07:25:00,9,07:25
Bangalore,2025-07-15,KL,1219.86,2,0 days 07:25:00,8,07:25
Bangalore,2025-07-15,TK,1491.31,2,0 days 10:05:00,4,10:05
Bangalore,2025-07-15,TK,1516.31,2,0 days 10:05:00,9,10:05
Bangalore,2025-07-15,TK,1516.31,2,0 days 09:40:00,9,09:40
Singapore,2025-07-15,KE,452.92,2,0 days 02:23:00,9,02:23
Singapore,2025-07-15,KE,460.07,2,0 days 02:20:00,9,02:20
Singapore,2025-07-15,B6,466.78,2,0 days 06:00:00,1,06:00
Singapore,2025-07-15,B6,474.41,2,0 days 06:22:00,1,06:22
Singapore,2025-07-15,KE,525.07,2,0 days 02:42:00,9,02:42
Singapore,2025-07-15,AS,534.56,2,0 days 06:15:00,3,06:15
Singapore,2025-07-15,B6,534.56,2,0 days 05:40:00,1,05:40
Singapore,2025-07-15,AS,540.69,2,0 days 06:15:00,3,06:15
Singapore,2025-07-15,CX,569.28,1,0 days 15:50:00,9,15:50
Singapore,2025-07-15,CX,569.28,1,0 days 15:55:00,9,15:55
Singapore,2025-07-15,AS,688.41,2,0 days 06:01:00,7,06:01
Singapore,2025-07-15,UL,779.91,2,0 days 12:55:00,9,12:55
Singapore,2025-07-15,KE,795.07,2,0 days 02:20:00,9,02:20
Singapore,2025-07-15,B6,843.77,1,0 days 12:15:00,7,12:15
Singapore,2025-07-15,B6,843.77,1,0 days 12:20:00,7,12:20
Singapore,2025-07-15,AS,847.56,2,0 days 06:19:00,7,06:19
Singapore,2025-07-15,AS,852.41,2,0 days 06:25:00,7,06:25
Singapore,2025-07-15,AI,853.14,1,0 days 13:40:00,9,13:40
Singapore,2025-07-15,AS,853.69,2,0 days 06:19:00,7,06:19
Singapore,2025-07-15,BR,854.92,1,0 days 15:55:00,9,15:55
Singapore,2025-07-15,QR,943.17,1,0 days 12:20:00,9,12:20
Singapore,2025-07-15,QR,943.17,1,0 days 12:25:00,9,12:25
Singapore,2025-07-15,CX,986.28,1,0 days 15:40:00,9,15:40
Singapore,2025-07-15,EY,1009.37,1,0 days 12:55:00,9,12:55
Singapore,2025-07-15,EK,1031.37,1,0 days 12:45:00,9,12:45
Singapore,2025-07-15,EK,1031.37,1,0 days 12:35:00,9,12:35
Singapore,2025-07-15,TK,1046.68,1,0 days 10:05:00,9,10:05
Singapore,2025-07-15,QR,1095.59,2,0 days 01:28:00,9,01:28
Singapore,2025-07-15,QR,1095.59,2,0 days 01:21:00,9,01:21
Singapore,2025-07-15,TK,1146.68,1,0 days 09:45:00,9,09:45
Singapore,2025-07-15,AF,1215.69,1,0 days 07:35:00,9,07:35
Singapore,2025-07-15,QR,1267.59,2,0 days 02:48:00,9,02:48
Singapore,2025-07-15,6X,1751.87,1,0 days 04:00:00,9,04:00
Singapore,2025-07-15,6X,1751.87,1,0 days 05:50:00,9,05:50
Singapore,2025-07-15,6X,1751.87,1,0 days 06:45:00,9,06:45
Singapore,2025-07-15,LH,2601.68,1,0 days 08:00:00,9,08:00
Singapore,2025-07-15,SQ,3100.99,0,0 days 21:55:00,9,21:55
Singapore,2025-07-15,LX,3220.68,1,0 days 07:55:00,9,07:55
Singapore,2025-07-15,LX,3433.59,1,0 days 07:55:00,9,07:55
Singapore,2025-07-15,SQ,3852.88,0,0 days 19:15:00,9,19:15
Singapore,2025-07-15,CX,4318.53,1,0 days 15:50:00,9,15:50
Singapore,2025-07-15,SQ,5045.63,1,0 days 07:45:00,9,07:45
Singapore,2025-07-15,CA,5266.4,1,0 days 16:45:00,4,16:45
Singapore,2025-07-15,NH,5511.06,1,0 days 14:00:00,9,14:00
Tel Aviv,2025-07-15,UX,437.44,1,0 days 07:05:00,9,07:05
Tel Aviv,2025-07-15,UX,437.44,1,0 days 07:15:00,9,07:15
Tel Aviv,2025-07-15,IB,500.37,1,0 days 07:55:00,4,07:55
Tel Aviv,2025-07-15,B6,651.57,0,0 days 10:20:00,7,10:20
Tel Aviv,2025-07-15,LY,692.03,0,0 days 10:20:00,9,10:20
Tel Aviv,2025-07-15,LY,692.03,0,0 days 10:21:00,9,10:21
Tel Aviv,2025-07-15,HY,750.57,1,0 days 12:00:00,9,12:00
Tel Aviv,2025-07-15,AZ,764.63,1,0 days 08:35:00,9,08:35
Tel Aviv,2025-07-15,AZ,764.63,1,0 days 08:40:00,9,08:40
Tel Aviv,2025-07-15,EY,778.37,1,0 days 13:00:00,9,13:00
Tel Aviv,2025-07-15,B6,781.57,0,0 days 10:20:00,7,10:20
Tel Aviv,2025-07-15,AC,805.84,1,0 days 01:45:00,9,01:45
Tel Aviv,2025-07-15,AC,805.84,1,0 days 01:46:00,9,01:46
Tel Aviv,2025-07-15,EY,821.37,1,0 days 12:55:00,9,12:55
Tel Aviv,2025-07-15,LX,842.22,1,0 days 07:55:00,9,07:55
Tel Aviv,2025-07-15,SN,848.85,1,0 days 07:30:00,9,07:30
Tel Aviv,2025-07-15,LH,854.28,1,0 days 08:00:00,9,08:00
Tel Aviv,2025-07-15,SN,854.28,1,0 days 08:00:00,9,08:00
Tel Aviv,2025-07-15,LH,864.17,1,0 days 05:00:00,9,05:00
Tel Aviv,2025-07-15,LH,864.17,1,0 days 07:55:00,9,07:55
Tel Aviv,2025-07-15,SN,864.17,1,0 days 07:55:00,9,07:55
Tel Aviv,2025-07-15,SN,867.99,2,0 days 08:00:00,9,08:00
Tel Aviv,2025-07-15,AF,870.63,1,0 days 07:35:00,9,07:35
Tel Aviv,2025-07-15,AF,870.63,1,0 days 07:25:00,9,07:25
Tel Aviv,2025-07-15,LO,874.39,1,0 days 08:45:00,9,08:45
Tel Aviv,2025-07-15,LO,874.39,1,0 days 08:30:00,9,08:30
Tel Aviv,2025-07-15,TP,878.22,1,0 days 07:00:00,4,07:00
Tel Aviv,2025-07-15,B6,993.22,2,0 days 01:35:00,4,01:35
Tel Aviv,2025-07-15,LO,1107.99,1,0 days 08:30:00,4,08:30
Tel Aviv,2025-07-15,LO,1121.6,2,0 days 08:45:00,4,08:45
Tel Aviv,2025-07-15,AF,1194.31,1,0 days 07:35:00,9,07:35
Tel Aviv,2025-07-15,AF,1194.31,1,0 days 07:30:00,9,07:30
Tel Aviv,2025-07-15,AF,1194.31,1,0 days 07:15:00,9,07:15
Tel Aviv,2025-07-15,KL,1237.51,1,0 days 07:20:00,9,07:20
Tel Aviv,2025-07-15,KL,1237.51,1,0 days 07:25:00,9,07:25
Tel Aviv,2025-07-15,AF,1237.51,1,0 days 07:25:00,9,07:25
Tel Aviv,2025-07-15,AF,1237.51,1,0 days 07:20:00,9,07:20
Tel Aviv,2025-07-15,EK,1286.17,1,0 days 12:35:00,8,12:35
Tel Aviv,2025-07-15,EK,1286.17,1,0 days 12:35:00,6,12:35
Tel Aviv,2025-07-15,KL,1324.11,1,0 days 07:25:00,9,07:25
Tel Aviv,2025-07-15,AF,1324.31,1,0 days 07:35:00,9,07:35
Tel Aviv,2025-07-15,ET,1355.5,1,0 days 16:45:00,7,16:45
Tel Aviv,2025-07-15,ET,1485.5,1,0 days 16:45:00,7,16:45
Tel Aviv,2025-07-15,IB,1780.93,1,0 days 07:30:00,9,07:30
Tel Aviv,2025-07-15,LX,4883.5,1,0 days 07:50:00,9,07:50
San Francisco,2025-07-16,B6,129.35,0,0 days 06:35:00,1,06:35
San Francisco,2025-07-16,B6,129.35,0,0 days 06:36:00,1,06:36
San Francisco,2025-07-16,B6,129.35,0,0 days 06:43:00,1,06:43
San Francisco,2025-07-16,F9,156.03,1,0 days 05:42:00,3,05:42
San Francisco,2025-07-16,F9,156.03,1,0 days 02:55:00,3,02:55
San Francisco,2025-07-16,F9,160.88,1,0 days 04:01:00,3,04:01
San Francisco,2025-07-16,F9,160.88,1,0 days 02:28:00,3,02:28
San Francisco,2025-07-16,F9,160.88,1,0 days 05:42:00,3,05:42
San Francisco,2025-07-16,B6,180.75,1,0 days 01:28:00,1,01:28
San Francisco,2025-07-16,B6,180.75,1,0 days 01:29:00,1,01:29
San Francisco,2025-07-16,B6,185.6,1,0 days 01:28:00,1,01:28
San Francisco,2025-07-16,AS,204.95,1,0 days 06:25:00,3,06:25
San Francisco,2025-07-16,AS,206.75,0,0 days 06:28:00,7,06:28
San Francisco,2025-07-16,AS,209.25,1,0 days 06:25:00,3,06:25
San Francisco,2025-07-16,AS,230.2,1,0 days 06:01:00,3,06:01
San Francisco,2025-07-16,AS,235.05,1,0 days 06:01:00,3,06:01
San Francisco,2025-07-16,AS,292.03,1,0 days 06:21:00,3,06:21
San Francisco,2025-07-16,AS,292.55,1,0 days 06:19:00,7,06:19
San Francisco,2025-07-16,AS,292.55,1,0 days 06:21:00,7,06:21
San Francisco,2025-07-16,HA,292.55,1,0 days 06:19:00,7,06:19
San Francisco,2025-07-16,AS,301.35,0,0 days 06:28:00,7,06:28
San Francisco,2025-07-16,AS,301.35,0,0 days 06:40:00,7,06:40
San Francisco,2025-07-16,HA,301.35,0,0 days 06:28:00,7,06:28
San Francisco,2025-07-16,HA,301.35,0,0 days 06:40:00,7,06:40
San Francisco,2025-07-16,AS,310.3,1,0 days 06:15:00,7,06:15
San Francisco,2025-07-16,HA,317.83,1,0 days 06:19:00,7,06:19
San Francisco,2025-07-16,AS,323.73,1,0 days 06:15:00,7,06:15
San Francisco,2025-07-16,AS,330.18,1,0 days 06:25:00,7,06:25
San Francisco,2025-07-16,HA,330.18,1,0 days 06:25:00,7,06:25
San Francisco,2025-07-16,HA,335.03,1,0 days 06:19:00,7,06:19
San Francisco,2025-07-16,AS,335.03,1,0 days 06:25:00,7,06:25
San Francisco,2025-07-16,HA,336.63,1,0 days 06:21:00,7,06:21
San Francisco,2025-07-16,AS,355.98,1,0 days 06:19:00,7,06:19
San Francisco,2025-07-16,HA,367.8,1,0 days 06:01:00,7,06:01
San Francisco,2025-07-16,HA,367.8,1,0 days 06:15:00,7,06:15
San Francisco,2025-07-16,HA,379.1,1,0 days 06:15:00,7,06:15
San Francisco,2025-07-16,B6,414.03,1,0 days 01:20:00,1,01:20
San Francisco,2025-07-16,B6,414.03,1,0 days 01:21:00,1,01:21
San Francisco,2025-07-16,AS,486.05,1,0 days 06:15:00,3,06:15
San Francisco,2025-07-16,HA,610.75,1,0 days 06:19:00,7,06:19
San Francisco,2025-07-16,B6,699.98,1,0 days 05:30:00,1,05:30
San Francisco,2025-07-16,B6,738.88,0,0 days 06:15:00,7,06:15
San Francisco,2025-07-16,B6,738.88,0,0 days 06:20:00,7,06:20
San Francisco,2025-07-16,B6,738.88,0,0 days 06:45:00,7,06:45
San Francisco,2025-07-16,B6,754.8,1,0 days 06:00:00,1,06:00
San Francisco,2025-07-16,B6,789.75,1,0 days 03:25:00,1,03:25
San Francisco,2025-07-16,B6,789.75,1,0 days 03:00:00,1,03:00
San Francisco,2025-07-16,B6,789.75,1,0 days 03:24:00,1,03:24
San Francisco,2025-07-16,AS,4323.8,1,0 days 02:54:00,3,02:54
San Francisco,2025-07-16,AS,4328.65,1,0 days 02:53:00,3,02:53
London,2025-07-16,A1,213.63,0,0 days 07:00:00,9,07:00
London,2025-07-16,FI,263.35,1,0 days 05:50:00,9,05:50
London,2025-07-16,TP,282.82,1,0 days 07:00:00,9,07:00
London,2025-07-16,FI,308.35,1,0 days 05:50:00,9,05:50
London,2025-07-16,FI,309.75,1,0 days 05:45:00,2,05:45
London,2025-07-16,VS,309.93,0,0 days 07:10:00,9,07:10
London,2025-07-16,VS,309.93,0,0 days 07:15:00,9,07:15
London,2025-07-16,VS,309.93,0,0 days 07:20:00,9,07:20
London,2025-07-16,VS,309.93,0,0 days 07:25:00,9,07:25
London,2025-07-16,B6,309.93,0,0 days 07:31:00,1,07:31
London,2025-07-16,B6,309.93,1,0 days 01:29:00,1,01:29
London,2025-07-16,VS,309.93,1,0 days 02:23:00,9,02:23
London,2025-07-16,VS,309.93,1,0 days 01:48:00,9,01:48
London,2025-07-16,VS,309.93,1,0 days 01:25:00,9,01:25
London,2025-07-16,UA,314.3,1,0 days 01:36:00,9,01:36
London,2025-07-16,AC,314.3,1,0 days 01:36:00,9,01:36
London,2025-07-16,AC,320.04,1,0 days 01:46:00,9,01:46
London,2025-07-16,AC,320.04,1,0 days 01:45:00,9,01:45
London,2025-07-16,UA,320.04,1,0 days 01:46:00,9,01:46
London,2025-07-16,UA,331.32,1,0 days 07:55:00,2,07:55
London,2025-07-16,KL,332.43,0,0 days 07:10:00,9,07:10
London,2025-07-16,KL,332.43,0,0 days 07:15:00,9,07:15
London,2025-07-16,KL,332.43,0,0 days 07:20:00,9,07:20
London,2025-07-16,KL,332.43,0,0 days 07:25:00,9,07:25
London,2025-07-16,AF,332.43,0,0 days 07:20:00,9,07:20
London,2025-07-16,UA,334.41,1,0 days 08:00:00,9,08:00
London,2025-07-16,UA,336.83,1,0 days 07:35:00,9,07:35
London,2025-07-16,UA,336.83,1,0 days 07:55:00,9,07:55
London,2025-07-16,UA,337.95,1,0 days 07:30:00,9,07:30
London,2025-07-16,FI,339.35,1,0 days 05:45:00,9,05:45
London,2025-07-16,FI,339.35,1,0 days 05:50:00,9,05:50
London,2025-07-16,AZ,339.4,1,0 days 08:35:00,9,08:35
London,2025-07-16,UA,342.8,1,0 days 07:50:00,9,07:50
London,2025-07-16,TP,344.82,1,0 days 07:00:00,9,07:00
London,2025-07-16,TP,351.03,1,0 days 07:00:00,9,07:00
London,2025-07-16,AZ,353.68,1,0 days 08:35:00,9,08:35
London,2025-07-16,TP,368.82,2,0 days 01:20:00,4,01:20
London,2025-07-16,B6,368.82,2,0 days 01:21:00,1,01:21
London,2025-07-16,FI,375.35,1,0 days 05:45:00,9,05:45
London,2025-07-16,UA,381.04,1,0 days 01:45:00,6,01:45
London,2025-07-16,AF,390.32,1,0 days 07:40:00,4,07:40
London,2025-07-16,AF,390.32,1,0 days 07:40:00,9,07:40
London,2025-07-16,UA,392.32,1,0 days 07:55:00,3,07:55
London,2025-07-16,UA,392.32,1,0 days 07:55:00,9,07:55
London,2025-07-16,VS,392.82,1,0 days 07:30:00,9,07:30
London,2025-07-16,AS,400.57,0,0 days 06:55:00,3,06:55
London,2025-07-16,AS,400.57,0,0 days 07:10:00,3,07:10
London,2025-07-16,AS,400.57,0,0 days 07:15:00,3,07:15
London,2025-07-16,AS,400.57,0,0 days 07:10:00,7,07:10
London,2025-07-16,KL,400.67,1,0 days 07:20:00,9,07:20
London,2025-07-16,UA,403.8,1,0 days 07:50:00,1,07:50
London,2025-07-16,IB,413.26,0,0 days 07:00:00,1,07:00
London,2025-07-16,IB,413.26,0,0 days 07:05:00,9,07:05
London,2025-07-16,IB,413.26,0,0 days 07:10:00,9,07:10
London,2025-07-16,IB,413.26,0,0 days 07:15:00,9,07:15
London,2025-07-16,IB,413.26,0,0 days 07:10:00,7,07:10
London,2025-07-16,IB,413.26,0,0 days 07:15:00,7,07:15
London,2025-07-16,IB,413.26,0,0 days 07:10:00,3,07:10
London,2025-07-16,KL,414.95,1,0 days 07:40:00,9,07:40
London,2025-07-16,KL,414.95,1,0 days 07:20:00,9,07:20
London,2025-07-16,UA,431.04,1,0 days 01:46:00,7,01:46
London,2025-07-16,UA,431.04,1,0 days 01:45:00,7,01:45
London,2025-07-16,S4,446.18,2,0 days 05:50:00,6,05:50
London,2025-07-16,AF,456.32,1,0 days 07:35:00,9,07:35
London,2025-07-16,AF,456.32,1,0 days 07:25:00,9,07:25
London,2025-07-16,AF,456.32,1,0 days 07:30:00,9,07:30
London,2025-07-16,LX,458.76,1,0 days 07:55:00,9,07:55
London,2025-07-16,LH,461.85,1,0 days 08:00:00,9,08:00
London,2025-07-16,KL,463.76,0,0 days 06:50:00,2,06:50
London,2025-07-16,LH,464.27,1,0 days 05:00:00,9,05:00
London,2025-07-16,LH,464.27,1,0 days 07:35:00,9,07:35
London,2025-07-16,LH,464.27,1,0 days 07:55:00,9,07:55
London,2025-07-16,SN,465.39,1,0 days 07:30:00,9,07:30
London,2025-07-16,OS,466.1,1,0 days 08:10:00,9,08:10
London,2025-07-16,LX,473.04,1,0 days 07:55:00,9,07:55
London,2025-07-16,LH,478.55,1,0 days 05:00:00,9,05:00
London,2025-07-16,LH,478.55,1,0 days 07:35:00,9,07:35
London,2025-07-16,LH,478.55,1,0 days 07:55:00,9,07:55
London,2025-07-16,VS,487.93,1,0 days 01:33:00,6,01:33
London,2025-07-16,AV,491.57,1,0 days 05:50:00,9,05:50
London,2025-07-16,AV,491.57,1,0 days 05:45:00,9,05:45
London,2025-07-16,6X,563.67,0,0 days 03:58:00,9,03:58
London,2025-07-16,6X,563.67,0,0 days 04:00:00,9,04:00
London,2025-07-16,6X,563.67,0,0 days 05:50:00,9,05:50
London,2025-07-16,6X,563.67,0,0 days 06:45:00,9,06:45
London,2025-07-16,6X,563.67,0,0 days 07:05:00,9,07:05
London,2025-07-16,6X,563.67,0,0 days 08:00:00,9,08:00
London,2025-07-16,IB,577.93,0,0 days 06:55:00,9,06:55
London,2025-07-16,B6,586.93,1,0 days 01:28:00,1,01:28
London,2025-07-16,VS,588.15,1,0 days 07:35:00,3,07:35
London,2025-07-16,AT,711.9,1,0 days 07:05:00,9,07:05
London,2025-07-16,JU,748.0,1,0 days 08:50:00,7,08:50
